name,docking score,label,split
ZINC10853112_5288,-6.439,0,train
ZINC47145955_3336,-3.714,0,train
ZINC08835257_3962,-3.329,0,train
ZINC04145772_1113,-4.616,0,train
ZINC30958514_3268,-4.854,0,train
ZINC39006598_4995,-5.356,0,train
ZINC44854004_5255,-5.089,0,train
ZINC15675839_5009,-3.675,0,train
CHEMBL441695_37,-9.703,1,train
ZINC38537107_6152,-6.309,0,train
ZINC09345498_4407,-5.15,0,train
ZINC06281018_67,-5.608,0,train
ZINC54430854_2567,-6.661,0,train
ZINC15550730_159,-5.592,0,train
ZINC38546994_2147,-4.018,0,train
ZINC40122897_289,-6.431,0,train
ZINC37560100_1674,-5.826,0,train
ZINC00989001_2286,-6.17,0,train
ZINC65074858_3093,-4.199,0,train
ZINC39686751_1296,-4.192,0,train
ZINC46659270_38,-4.82,0,train
ZINC33513710_3396,-6.814,0,train
ZINC45867792_4449,-5.878,0,train
ZINC02374379_3608,-4.531,0,train
ZINC12010498_4222,-5.034,0,train
ZINC00887379_5762,-3.383,0,train
ZINC44790296_6165,-6.523,0,train
ZINC49540763_4742,-5.312,0,train
ZINC00649125_4051,-6.653,0,train
ZINC23181319_5301,-6.324,0,train
ZINC34762182_1229,-6.875,0,train
ZINC09578810_5073,-5.497,0,train
ZINC35337840_167,-3.424,0,train
ZINC04155831_1636,-4.365,0,train
ZINC41006555_4958,-3.429,0,train
ZINC14393539_423,-5.6,0,train
ZINC12796292_2295,-3.816,0,train
ZINC20654129_6141,-5.876,0,train
ZINC31854400_4578,-6.144,0,train
ZINC63374663_5364,-4.766,0,train
ZINC12470086_3710,-5.236,0,train
ZINC47521851_4589,-5.336,0,train
ZINC39448905_4997,-5.918,0,train
ZINC09292103_2377,-6.726,0,train
ZINC21089785_2667,-6.519,0,train
ZINC28947619_5896,-5.094,0,train
ZINC65074822_811,-4.401,0,train
ZINC62411912_5872,-3.631,0,train
ZINC13018846_556,-3.486,0,train
ZINC64982849_861,-4.796,0,train
ZINC59170739_5568,-4.533,0,train
ZINC40982589_5060,-4.87,0,train
ZINC39852186_2480,-6.728,0,train
ZINC33033385_319,-4.388,0,train
ZINC22851811_5605,-5.872,0,train
ZINC18180816_1201,-5.264,0,train
ZINC30981008_5437,-5.139,0,train
ZINC25447193_3222,-4.583,0,train
ZINC13564737_5157,-8.068,0,train
ZINC11859250_3509,-6.335,0,train
ZINC39606422_629,-5.592,0,train
ZINC30827598_4034,-6.608,0,train
ZINC59813206_2737,-5.648,0,train
ZINC49424960_41,-5.449,0,train
ZINC13479807_1708,-7.234,0,train
ZINC12250161_428,-5.302,0,train
ZINC24787470_1999,-5.568,0,train
ZINC44658374_1145,-6.264,0,train
ZINC03011009_2325,-5.72,0,train
ZINC27500571_2764,-5.38,0,train
ZINC13979376_4270,-5.75,0,train
ZINC00673855_5215,-5.515,0,train
ZINC49549400_1796,-5.976,0,train
ZINC32946448_1952,-8.278,0,train
ZINC38903893_1098,-5.307,0,train
ZINC35694666_1082,-5.771,0,train
ZINC14585737_5141,-2.869,0,train
ZINC00989129_915,-4.248,0,train
ZINC58900026_1868,-6.929,0,train
ZINC35425609_1623,-5.319,0,train
ZINC39596545_625,-1.413,0,train
ZINC39686758_1298,-4.462,0,train
ZINC32117804_3572,-6.081,0,train
ZINC64794384_4969,-5.483,0,train
ZINC44737114_5567,-5.972,0,train
ZINC13272892_5791,-5.286,0,train
ZINC22917874_6054,-3.83,0,train
ZINC21208709_2497,-5.431,0,train
ZINC20008221_5038,-5.898,0,train
ZINC39634496_374,-4.536,0,train
ZINC20246662_3448,-6.282,0,train
ZINC00664726_6015,-3.522,0,train
ZINC38550662_5110,-4.879,0,train
ZINC49511368_997,-2.307,0,train
ZINC66888435_1357,-4.55,0,train
ZINC13096565_4423,-6.676,0,train
ZINC33122631_2056,-4.408,0,train
ZINC36698942_5710,-5.358,0,train
ZINC11996065_5329,-4.533,0,train
ZINC63513888_3500,-3.076,0,train
ZINC21180808_5149,-5.142,0,train
ZINC34903822_3982,-5.489,0,train
ZINC59768902_857,-6.037,0,train
ZINC02268321_608,-5.735,0,train
CHEMBL488899_14,-12.031,1,train
ZINC50122289_4692,-5.652,0,train
ZINC49978549_1699,-6.168,0,train
ZINC54946451_231,-5.149,0,train
ZINC06147668_14,-5.19,0,train
ZINC36660280_5706,-5.299,0,train
ZINC11181570_2242,-6.219,0,train
ZINC13360579_1994,-1.664,0,train
ZINC06251736_4579,-5.406,0,train
ZINC13479807_1709,-6.564,0,train
ZINC13621509_5294,-5.261,0,train
ZINC39609217_3664,-4.361,0,train
ZINC12605404_2294,-4.088,0,train
ZINC09463383_986,-4.985,0,train
ZINC43260507_3183,-5.431,0,train
ZINC43218760_2732,-5.649,0,train
ZINC22801116_618,-4.408,0,train
ZINC66758505_1506,-7.249,0,train
ZINC04560781_1539,-3.539,0,train
ZINC35955602_4340,-6.167,0,train
ZINC38893656_5452,-5.197,0,train
ZINC13148798_5031,-5.06,0,train
ZINC20464134_5433,-5.142,0,train
ZINC12465563_3374,-4.555,0,train
ZINC25611773_4435,-6.994,0,train
ZINC63584608_756,-7.308,0,train
ZINC30982458_5438,-4.809,0,train
ZINC09295270_2289,-5.517,0,train
ZINC39691147_1304,-2.938,0,train
ZINC36148154_3543,-4.248,0,train
ZINC59021812_2888,-5.515,0,train
ZINC59212303_4865,-5.852,0,train
ZINC40010058_2776,-6.722,0,train
ZINC04026099_3857,-4.08,0,train
ZINC65752271_246,-2.911,0,train
ZINC36862334_1887,-5.76,0,train
ZINC30822659_3125,-7.18,0,train
ZINC08861256_411,-6.462,0,train
ZINC59015564_3751,-6.524,0,train
ZINC09642754_2395,-3.672,0,train
ZINC36063053_5659,-3.247,0,train
ZINC09281079_4163,-5.247,0,train
ZINC66198462_2384,-5.194,0,train
ZINC29120016_3316,-4.839,0,train
ZINC00675116_3146,-4.864,0,train
ZINC09113314_2818,-4.52,0,train
ZINC40097441_3830,-4.985,0,train
ZINC50364231_1648,-7.415,0,train
ZINC35056555_5499,-6.217,0,train
ZINC23182370_3621,-5.989,0,train
ZINC39974291_4555,-4.525,0,train
ZINC19631814_264,-4.953,0,train
ZINC09881944_5326,-5.401,0,train
ZINC52120585_1753,-5.997,0,train
ZINC35644316_2821,-3.139,0,train
ZINC08724004_816,-5.595,0,train
ZINC00751323_4415,-6.856,0,train
ZINC44460416_1904,-4.507,0,train
ZINC25149017_1182,-3.464,0,train
ZINC39653014_5537,-5.079,0,train
ZINC32961829_5948,-6.237,0,train
ZINC51329889_3897,-4.079,0,train
ZINC35098011_5396,-3.731,0,train
ZINC12155728_1217,-5.232,0,train
ZINC61327821_4812,-5.282,0,train
ZINC36836440_1536,-4.533,0,train
ZINC35646635_5687,-4.896,0,train
ZINC59017780_4303,-5.085,0,train
ZINC63426751_2942,-4.338,0,train
CHEMBL472208_1,-12.24,1,train
ZINC09813896_2038,-5.069,0,train
ZINC39530506_127,-5.533,0,train
CHEMBL452078_50,-11.915,1,train
ZINC12446477_111,-5.272,0,train
ZINC35300361_4392,-6.438,0,train
ZINC13022090_5880,-5.888,0,train
ZINC59447010_4459,-5.087,0,train
ZINC59384852_4306,-5.227,0,train
ZINC52603393_2935,-5.863,0,train
CHEMBL529669_11,-12.436,1,train
ZINC62007073_3794,-6.245,0,train
ZINC01009152_3421,-5.808,0,train
ZINC10186304_4265,-5.706,0,train
ZINC35955598_4137,-4.651,0,train
CHEMBL540206_123,-11.07,1,train
ZINC20876958_5085,-6.384,0,train
ZINC13551248_1381,-7.179,0,train
ZINC66644340_1404,-5.924,0,train
ZINC36507945_5753,-3.225,0,train
ZINC39673137_3074,-5.933,0,train
ZINC39665799_382,-5.286,0,train
ZINC39733319_5352,-6.037,0,train
ZINC12698024_3274,-4.327,0,train
ZINC13016794_5930,-5.928,0,train
ZINC03073376_3861,-7.065,0,train
ZINC50987589_4697,-4.529,0,train
ZINC09325386_2239,-4.804,0,train
ZINC09132450_1423,-6.766,0,train
ZINC36772532_5207,-4.8,0,train
ZINC38565700_5210,-5.467,0,train
ZINC39693324_401,-5.502,0,train
ZINC63704771_2435,-4.796,0,train
ZINC63730260_5521,-6.084,0,train
ZINC33599952_976,-4.955,0,train
ZINC39517953_2320,-5.503,0,train
ZINC09018787_1020,-4.936,0,train
ZINC20570674_5040,-4.785,0,train
ZINC31382302_4885,-3.748,0,train
ZINC39881451_6058,-5.103,0,train
ZINC02250010_5670,-5.756,0,train
ZINC40984686_4855,-4.253,0,train
ZINC03770428_461,-5.197,0,train
ZINC50121735_1797,-5.345,0,train
ZINC39680040_546,-5.846,0,train
ZINC40356169_2561,-6.509,0,train
ZINC33137248_2261,-5.194,0,train
ZINC08833361_4920,-5.562,0,train
ZINC44905374_6063,-5.462,0,train
ZINC59218814_1148,-5.918,0,train
ZINC33009614_4542,-6.047,0,train
ZINC10384419_5526,-4.695,0,train
ZINC34716218_5997,-6.382,0,train
ZINC62626121_5923,-5.672,0,train
ZINC09965920_73,-5.672,0,train
ZINC11730794_4371,-4.871,0,train
ZINC30038387_5495,-6.139,0,train
ZINC47136010_2780,-6.431,0,train
ZINC38733490_5344,-3.867,0,train
ZINC04150003_3961,-2.217,0,train
ZINC35485526_4292,-4.897,0,train
ZINC13184045_516,-5.266,0,train
ZINC38903358_5345,-4.93,0,train
ZINC40368168_5353,-4.861,0,train
ZINC39675277_1243,-4.943,0,train
ZINC20371071_2100,-5.793,0,train
ZINC09159357_2840,-4.76,0,train
ZINC39836294_4144,-5.803,0,train
ZINC67081126_1461,-4.377,0,train
ZINC40947240_3743,-6.023,0,train
ZINC16293283_5388,-5.455,0,train
ZINC44018966_1444,-4.647,0,train
ZINC38682321_946,-4.586,0,train
ZINC08435189_4109,-3.038,0,train
ZINC09101540_2797,-5.117,0,train
ZINC13679774_931,-4.409,0,train
ZINC01003180_3,-5.136,0,train
ZINC14273351_2345,-4.399,0,train
ZINC36053266_5960,-3.888,0,train
ZINC13398400_529,-7.308,0,train
ZINC57313078_3548,-5.394,0,train
ZINC02677912_4210,-5.102,0,train
ZINC20528878_2495,-5.428,0,train
ZINC40232071_4792,-5.763,0,train
ZINC38966303_5456,-4.501,0,train
ZINC03007055_1063,-2.602,0,train
ZINC20885304_3928,-5.269,0,train
ZINC00723944_6085,-5.872,0,train
ZINC53114657_4753,-5.303,0,train
ZINC00995817_4374,-3.408,0,train
ZINC67438541_6232,-5.315,0,train
ZINC12445358_5183,-5.362,0,train
ZINC64893868_2842,-6.089,0,train
ZINC63773013_1161,-4.829,0,train
ZINC39687146_4084,-5.707,0,train
ZINC56607791_1548,-5.825,0,train
ZINC40220895_4728,-5.049,0,train
ZINC59168060_2835,-4.997,0,train
ZINC65919965_3601,-4.763,0,train
ZINC15003056_569,-5.977,0,train
ZINC02788758_2691,-4.332,0,train
ZINC34791854_2820,-3.267,0,train
ZINC23377508_2144,-5.49,0,train
ZINC16604742_4675,-5.55,0,train
ZINC02845130_5574,-4.546,0,train
ZINC55171067_1707,-6.009,0,train
ZINC35752828_2120,-5.535,0,train
ZINC48743648_6201,-6.914,0,train
ZINC44938759_6064,-6.445,0,train
ZINC28109023_269,-2.711,0,train
ZINC16608985_2965,-4.283,0,train
ZINC15991388_1495,-5.145,0,train
ZINC14276161_3524,-4.741,0,train
ZINC16949341_3539,-5.575,0,train
ZINC22861037_5420,-4.946,0,train
ZINC38547556_2200,-3.408,0,train
ZINC36736446_1627,-6.2,0,train
ZINC67610236_1515,-5.307,0,train
ZINC65993698_1399,-5.512,0,train
ZINC01059993_1057,-4.558,0,train
ZINC04984416_1568,-5.614,0,train
ZINC36716934_2674,-6.836,0,train
ZINC12642171_5479,-4.961,0,train
ZINC39684462_2160,-5.792,0,train
ZINC12246357_1072,-6.683,0,train
ZINC02265060_2847,-7.007,0,train
ZINC14649024_3715,-4.868,0,train
ZINC63237000_3499,-2.818,0,train
ZINC02188618_5276,-3.442,0,train
CHEMBL607707_71,-5.188,1,train
ZINC07763029_3866,-7.153,0,train
ZINC14816773_2249,-5.028,0,train
ZINC64672744_302,-5.233,0,train
ZINC45891710_1749,-6.306,0,train
ZINC39608998_892,-5.53,0,train
ZINC32811617_772,-5.383,0,train
ZINC08300371_3354,-2.414,0,train
ZINC49503900_4050,-5.031,0,train
ZINC39678375_900,-6.318,0,train
ZINC21162459_6040,-4.962,0,train
ZINC15991624_2455,-6.766,0,train
ZINC33219318_732,-4.45,0,train
ZINC14642634_4021,-4.434,0,train
ZINC32678540_2767,-3.89,0,train
ZINC52342156_1866,-5.852,0,train
ZINC39856231_2374,-5.747,0,train
ZINC12533004_2708,-6.2,0,train
ZINC20600501_5742,-5.645,0,train
ZINC12167461_4975,-6.634,0,train
ZINC67265316_6228,-4.759,0,train
ZINC64713758_1212,-2.946,0,train
ZINC25582130_5154,-4.444,0,train
ZINC39609124_3060,-4.952,0,train
ZINC51088571_4748,-6.503,0,train
ZINC13028806_512,-4.239,0,train
ZINC13398062_3307,-5.269,0,train
ZINC38971664_3501,-4.578,0,train
ZINC04260364_2188,-4.24,0,train
ZINC02229602_1268,-5.125,0,train
ZINC40475512_5667,-3.57,0,train
ZINC22131234_79,-4.043,0,train
ZINC16054892_5583,-5.696,0,train
ZINC40111638_552,-5.717,0,train
ZINC14944234_2597,-5.236,0,train
ZINC38621037_3992,-5.177,0,train
ZINC32189088_3537,-4.613,0,train
CHEMBL471163_135,-11.481,1,train
ZINC21883079_539,-5.343,0,train
ZINC28467098_4437,-4.638,0,train
ZINC08918707_1214,-5.321,0,train
ZINC20452125_314,-4.654,0,train
ZINC29037886_6189,-7.016,0,train
ZINC32522632_5794,-5.032,0,train
ZINC33273023_3386,-5.869,0,train
ZINC04002382_103,-6.276,0,train
ZINC39637409_5107,-5.107,0,train
ZINC10075313_5825,-3.699,0,train
ZINC00691652_3907,-5.859,0,train
ZINC08991889_1478,-6.161,0,train
ZINC08591648_3053,-6.076,0,train
ZINC39978786_1973,-6.855,0,train
ZINC32972021_5919,-4.489,0,train
ZINC20571416_3220,-3.819,0,train
ZINC39633449_3666,-3.691,0,train
ZINC39637142_218,-5.158,0,train
ZINC34923108_5640,-4.276,0,train
ZINC00930813_1056,-2.823,0,train
ZINC14078445_4785,-6.652,0,train
ZINC12416365_6108,-4.593,0,train
ZINC40940475_3281,-5.878,0,train
ZINC55084881_4817,-2.358,0,train
ZINC53169794_3898,-8.257,0,train
ZINC09410762_4316,-5.7,0,train
ZINC09104301_2695,-4.049,0,train
ZINC11812975_3047,-8.039,0,train
ZINC00735874_6116,-2.936,0,train
ZINC14035296_3522,-4.949,0,train
ZINC08692066_5510,-4.365,0,train
ZINC35513904_507,-3.839,0,train
ZINC08833107_4518,-5.402,0,train
ZINC15636939_2353,-5.28,0,train
ZINC54940248_230,-5.421,0,train
ZINC39665390_5543,-6.474,0,train
ZINC21577015_2048,-6.102,0,train
ZINC14651226_2858,-4.644,0,train
ZINC43259645_3181,-3.159,0,train
ZINC35702017_5652,-5.18,0,train
ZINC02649451_5483,-6.142,0,train
ZINC22510964_6113,-5.002,0,train
ZINC14745803_870,-5.112,0,train
ZINC39665179_2205,-1.388,0,train
ZINC59102288_3845,-4.889,0,train
ZINC45772890_5615,-4.908,0,train
ZINC37934304_1837,-6.397,0,train
ZINC01165495_5911,-4.304,0,train
ZINC57003558_1811,-4.994,0,train
ZINC32971813_3978,-5.967,0,train
ZINC13123912_4709,-5.553,0,train
ZINC36887631_1735,-5.318,0,train
ZINC01933535_2589,-6.057,0,train
ZINC39779855_2684,-5.548,0,train
ZINC36188741_3017,-6.478,0,train
ZINC34785235_4494,-5.531,0,train
ZINC50321138_1859,-5.332,0,train
ZINC39656082_5540,-5.081,0,train
ZINC15946935_2906,-5.322,0,train
CHEMBL255565_44,-12.126,1,train
ZINC14248819_2091,-6.115,0,train
ZINC07298559_1420,-5.044,0,train
ZINC63704999_2486,-5.336,0,train
ZINC13776212_5138,-5.119,0,train
ZINC38172971_3478,-5.116,0,train
ZINC53735903_1757,-8.135,0,train
ZINC08881015_4057,-5.534,0,train
ZINC00622878_2381,-6.791,0,train
ZINC13977493_2991,-3.961,0,train
ZINC33781679_3317,-2.732,0,train
ZINC35664237_2918,-5.329,0,train
ZINC59588681_800,-6.694,0,train
ZINC39503378_3941,-4.598,0,train
ZINC65380893_6215,-5.675,0,train
ZINC24123455_483,-4.831,0,train
ZINC49544575_2679,-4.545,0,train
ZINC12914489_4288,-5.997,0,train
ZINC64558185_1011,-4.297,0,train
ZINC43260174_3182,-4.027,0,train
ZINC39836545_5313,-5.494,0,train
ZINC03320340_1874,-4.029,0,train
ZINC17026773_5679,-5.616,0,train
ZINC16098466_2042,-4.515,0,train
ZINC21225245_3929,-4.378,0,train
ZINC13361301_2595,-5.589,0,train
ZINC32878689_4186,0.519,0,train
ZINC36836444_1538,-5.592,0,train
ZINC46757757_2830,-5.568,0,train
ZINC14740944_113,-6.659,0,train
ZINC20116205_2615,-5.952,0,train
ZINC64930587_49,-5.261,0,train
ZINC09233156_5776,-5.592,0,train
ZINC36836442_1537,-6.241,0,train
ZINC04891911_5829,-5.167,0,train
ZINC62826859_1818,-5.864,0,train
ZINC13678423_4017,-4.806,0,train
ZINC35402420_5598,-3.27,0,train
ZINC33121156_4986,-4.175,0,train
ZINC47378519_1380,-5.07,0,train
ZINC08897905_3355,-5.242,0,train
ZINC00647518_579,-5.307,0,train
ZINC20183141_6038,-5.73,0,train
ZINC39665419_380,-4.035,0,train
ZINC13401014_2015,-6.083,0,train
ZINC35646853_323,-4.05,0,train
ZINC13101844_3002,-3.86,0,train
ZINC20159521_2967,-5.564,0,train
ZINC12754936_2704,0.383,0,train
ZINC58949384_1611,-6.254,0,train
ZINC07086430_1517,-7.396,0,train
ZINC36311730_5247,-4.551,0,train
ZINC08695872_3148,-4.865,0,train
ZINC36630030_5602,-4.613,0,train
ZINC02268321_607,-5.866,0,train
ZINC08958596_5735,-4.217,0,train
ZINC32774583_3656,-3.372,0,train
ZINC67393139_6230,-6.477,0,train
ZINC39696264_184,-5.233,0,train
ZINC12660463_3158,-2.342,0,train
ZINC35227842_3541,-5.362,0,train
ZINC11044353_5074,-4.647,0,train
ZINC39403940_891,-4.332,0,train
ZINC32962147_5823,-3.268,0,train
ZINC20617254_5680,-6.161,0,train
ZINC15835556_1389,-6.805,0,train
ZINC27550467_2110,-3.286,0,train
ZINC32970967_488,-5.835,0,train
ZINC32134091_1828,-5.538,0,train
ZINC21225253_3930,-4.829,0,train
ZINC12042994_1121,-5.136,0,train
ZINC02242485_5831,-6.055,0,train
ZINC08905665_3356,-6.866,0,train
ZINC38745157_2418,-6.368,0,train
ZINC22691453_2105,-7.006,0,train
ZINC44885138_4651,-3.257,0,train
ZINC11315352_3251,-5.789,0,train
ZINC38700419_5407,-5.505,0,train
ZINC36660347_5709,-5.094,0,train
ZINC38685016_2985,-4.717,0,train
ZINC39600261_5535,-5.185,0,train
ZINC22938251_6059,-5.047,0,train
ZINC05149619_4594,-4.976,0,train
CHEMBL362692_72,-10.447,1,train
ZINC35166836_960,-5.553,0,train
ZINC01035687_2641,-5.474,0,train
ZINC64746094_760,-5.527,0,train
ZINC24831406_5161,-4.216,0,train
ZINC34921062_980,-4.816,0,train
ZINC00921953_5765,-3.876,0,train
ZINC50360496_4451,-5.352,0,train
ZINC13137740_472,-3.574,0,train
ZINC65216921_1352,-6.079,0,train
ZINC16613956_3418,-5.57,0,train
ZINC58940622_98,-6.443,0,train
ZINC35872002_6046,-5.329,0,train
ZINC33063317_4282,-5.338,0,train
ZINC10246864_3366,-6.513,0,train
ZINC19845924_3761,-4.933,0,train
ZINC00940659_4293,-4.219,0,train
ZINC16608666_5391,-5.98,0,train
ZINC36027399_4863,-3.197,0,train
ZINC22348642_3874,-6.236,0,train
ZINC09121155_818,-4.058,0,train
ZINC39006685_910,-5.312,0,train
ZINC19820016_2682,-4.098,0,train
ZINC37378007_5603,-6.739,0,train
ZINC50323987_1798,-6.144,0,train
ZINC20745141_1231,-5.522,0,train
ZINC35749677_942,-4.475,0,train
ZINC03884797_1978,-3.905,0,train
ZINC38547622_2923,-4.014,0,train
ZINC20792348_2758,-4.942,0,train
ZINC63384076_294,-5.619,0,train
ZINC08740554_4324,-6.057,0,train
ZINC35350232_3475,-5.279,0,train
ZINC01884936_3339,-3.351,0,train
ZINC35489157_2878,-4.31,0,train
ZINC39636389_5536,-5.342,0,train
ZINC17094003_2606,-4.752,0,train
ZINC35265306_441,-4.847,0,train
ZINC08670971_5426,-3.101,0,train
ZINC02546462_5079,-4.6,0,train
ZINC08397370_1305,-7.273,0,train
ZINC17857125_427,-4.701,0,train
ZINC45898325_291,-5.467,0,train
ZINC09781164_1235,-5.046,0,train
ZINC32534144_1672,-6.74,0,train
ZINC00038517_1873,-6.196,0,train
ZINC40438788_3831,-4.42,0,train
ZINC34791046_3981,-3.897,0,train
ZINC12782472_2658,-4.947,0,train
ZINC02772643_4479,-5.374,0,train
ZINC40828883_3777,-5.628,0,train
ZINC13264453_3304,-4.376,0,train
ZINC24705305_2761,-6.273,0,train
ZINC09265888_2083,-6.334,0,train
ZINC12064317_5477,-5.706,0,train
ZINC01052587_4154,-3.15,0,train
ZINC02253533_3229,-4.751,0,train
ZINC14269388_2710,-6.555,0,train
ZINC53736021_1758,-6.197,0,train
ZINC63480122_5571,-4.344,0,train
ZINC08809648_2694,-4.799,0,train
ZINC44040075_1379,-6.659,0,train
ZINC08686972_5966,-5.326,0,train
ZINC59293445_4253,-2.95,0,train
ZINC00041317_1825,-6.875,0,train
ZINC02875588_5175,-5.631,0,train
ZINC13124513_4055,-5.507,0,train
ZINC09925431_6089,-5.458,0,train
ZINC34975277_4238,-5.086,0,train
ZINC32809991_5093,-5.39,0,train
ZINC21706985_5492,-3.286,0,train
ZINC09696099_4264,-5.945,0,train
ZINC64623138_1211,-6.11,0,train
ZINC44729768_4734,-5.175,0,train
ZINC45599653_3237,-4.884,0,train
ZINC36899244_3899,-4.614,0,train
ZINC10585515_2654,-5.541,0,train
ZINC46621258_3748,-4.709,0,train
ZINC12487491_2383,-5.156,0,train
ZINC09460737_2901,-7.56,0,train
ZINC04095454_1886,-4.271,0,train
ZINC08414412_5178,-3.783,0,train
ZINC19317396_5146,-5.53,0,train
