name,label
ZINC11813971_2137,0
ZINC39686624_4902,0
ZINC35300897_2877,0
ZINC22011600_616,0
ZINC01389174_5727,0
ZINC13719730_2753,0
ZINC10042106_414,0
ZINC14556924_4123,0
ZINC36019356_4039,0
ZINC13204480_1987,0
ZINC38547663_2925,0
ZINC08441958_2043,0
ZINC02518444_2399,0
ZINC12485510_3154,0
ZINC40096525_551,0
ZINC39676560_898,0
ZINC64589709_2025,0
ZINC44854616_3949,0
ZINC33058241_4490,0
ZINC39684187_5553,0
ZINC14329256_5332,0
ZINC12420623_6124,0
ZINC39575922_333,0
ZINC63146597_1872,0
ZINC33010946_4440,0
ZINC39686586_648,0
ZINC04565435_1719,0
ZINC09335516_1981,0
ZINC33129155_320,0
ZINC49167792_3837,0
ZINC36714435_5052,0
ZINC13355306_5630,0
ZINC09634070_3045,0
ZINC33779184_3227,0
ZINC49152305_4450,0
ZINC14066156_3255,0
ZINC35667285_84,0
ZINC08898054_2898,0
ZINC08817835_2082,0
ZINC01118485_2262,0
ZINC35684478_2685,0
ZINC39533903_5106,0
ZINC20833698_2869,0
ZINC13565560_5481,0
ZINC08835792_5180,0
ZINC59170582_5005,0
ZINC22860147_4030,0
ZINC12378220_416,0
ZINC65993688_1557,0
CHEMBL471329_118,1
ZINC61603837_1342,0
ZINC10853112_5288,0
ZINC47145955_3336,0
ZINC08835257_3962,0
ZINC04145772_1113,0
ZINC30958514_3268,0
ZINC39006598_4995,0
ZINC44854004_5255,0
ZINC15675839_5009,0
CHEMBL441695_37,1
ZINC38537107_6152,0
ZINC09345498_4407,0
ZINC06281018_67,0
ZINC54430854_2567,0
ZINC15550730_159,0
ZINC38546994_2147,0
ZINC40122897_289,0
ZINC37560100_1674,0
ZINC00989001_2286,0
ZINC65074858_3093,0
ZINC39686751_1296,0
ZINC46659270_38,0
ZINC33513710_3396,0
ZINC45867792_4449,0
ZINC02374379_3608,0
ZINC12010498_4222,0
ZINC00887379_5762,0
ZINC44790296_6165,0
ZINC49540763_4742,0
ZINC00649125_4051,0
ZINC23181319_5301,0
ZINC34762182_1229,0
ZINC09578810_5073,0
ZINC35337840_167,0
ZINC04155831_1636,0
ZINC41006555_4958,0
ZINC14393539_423,0
ZINC12796292_2295,0
ZINC20654129_6141,0
ZINC31854400_4578,0
ZINC63374663_5364,0
ZINC12470086_3710,0
ZINC47521851_4589,0
ZINC39448905_4997,0
ZINC09292103_2377,0
ZINC21089785_2667,0
ZINC28947619_5896,0
ZINC65074822_811,0
ZINC62411912_5872,0
ZINC13018846_556,0
ZINC64982849_861,0
ZINC59170739_5568,0
ZINC40982589_5060,0
ZINC39852186_2480,0
ZINC33033385_319,0
ZINC22851811_5605,0
ZINC18180816_1201,0
ZINC30981008_5437,0
ZINC25447193_3222,0
ZINC13564737_5157,0
ZINC11859250_3509,0
ZINC39606422_629,0
ZINC30827598_4034,0
ZINC59813206_2737,0
ZINC49424960_41,0
ZINC13479807_1708,0
ZINC12250161_428,0
ZINC24787470_1999,0
ZINC44658374_1145,0
ZINC03011009_2325,0
ZINC27500571_2764,0
ZINC13979376_4270,0
ZINC00673855_5215,0
ZINC49549400_1796,0
ZINC32946448_1952,0
ZINC38903893_1098,0
ZINC35694666_1082,0
ZINC14585737_5141,0
ZINC00989129_915,0
ZINC58900026_1868,0
ZINC35425609_1623,0
ZINC39596545_625,0
ZINC39686758_1298,0
ZINC32117804_3572,0
ZINC64794384_4969,0
ZINC44737114_5567,0
ZINC13272892_5791,0
ZINC22917874_6054,0
ZINC21208709_2497,0
ZINC20008221_5038,0
ZINC39634496_374,0
ZINC20246662_3448,0
ZINC00664726_6015,0
ZINC38550662_5110,0
ZINC49511368_997,0
ZINC66888435_1357,0
ZINC13096565_4423,0
ZINC33122631_2056,0
ZINC36698942_5710,0
ZINC11996065_5329,0
ZINC63513888_3500,0
ZINC21180808_5149,0
ZINC34903822_3982,0
ZINC59768902_857,0
ZINC02268321_608,0
CHEMBL488899_14,1
ZINC50122289_4692,0
ZINC49978549_1699,0
ZINC54946451_231,0
ZINC06147668_14,0
ZINC36660280_5706,0
ZINC11181570_2242,0
ZINC13360579_1994,0
ZINC06251736_4579,0
ZINC13479807_1709,0
ZINC13621509_5294,0
ZINC39609217_3664,0
ZINC12605404_2294,0
ZINC09463383_986,0
ZINC43260507_3183,0
ZINC43218760_2732,0
ZINC22801116_618,0
ZINC66758505_1506,0
ZINC04560781_1539,0
ZINC35955602_4340,0
ZINC38893656_5452,0
ZINC13148798_5031,0
ZINC20464134_5433,0
ZINC12465563_3374,0
ZINC25611773_4435,0
ZINC63584608_756,0
ZINC30982458_5438,0
ZINC09295270_2289,0
ZINC39691147_1304,0
ZINC36148154_3543,0
ZINC59021812_2888,0
ZINC59212303_4865,0
ZINC40010058_2776,0
ZINC04026099_3857,0
ZINC65752271_246,0
ZINC36862334_1887,0
ZINC30822659_3125,0
ZINC08861256_411,0
ZINC59015564_3751,0
ZINC09642754_2395,0
ZINC36063053_5659,0
ZINC09281079_4163,0
ZINC66198462_2384,0
ZINC29120016_3316,0
ZINC00675116_3146,0
ZINC09113314_2818,0
ZINC40097441_3830,0
ZINC50364231_1648,0
ZINC35056555_5499,0
ZINC23182370_3621,0
ZINC39974291_4555,0
ZINC19631814_264,0
ZINC09881944_5326,0
ZINC52120585_1753,0
ZINC35644316_2821,0
ZINC08724004_816,0
ZINC00751323_4415,0
ZINC44460416_1904,0
ZINC25149017_1182,0
ZINC39653014_5537,0
ZINC32961829_5948,0
ZINC51329889_3897,0
ZINC35098011_5396,0
ZINC12155728_1217,0
ZINC61327821_4812,0
ZINC36836440_1536,0
ZINC35646635_5687,0
ZINC59017780_4303,0
ZINC63426751_2942,0
CHEMBL472208_1,1
ZINC09813896_2038,0
ZINC39530506_127,0
CHEMBL452078_50,1
ZINC12446477_111,0
ZINC35300361_4392,0
ZINC13022090_5880,0
ZINC59447010_4459,0
ZINC59384852_4306,0
ZINC52603393_2935,0
CHEMBL529669_11,1
ZINC62007073_3794,0
ZINC01009152_3421,0
ZINC10186304_4265,0
ZINC35955598_4137,0
CHEMBL540206_123,1
ZINC20876958_5085,0
ZINC13551248_1381,0
ZINC66644340_1404,0
ZINC36507945_5753,0
ZINC39673137_3074,0
ZINC39665799_382,0
ZINC39733319_5352,0
ZINC12698024_3274,0
ZINC13016794_5930,0
ZINC03073376_3861,0
ZINC50987589_4697,0
ZINC09325386_2239,0
ZINC09132450_1423,0
ZINC36772532_5207,0
ZINC38565700_5210,0
ZINC39693324_401,0
ZINC63704771_2435,0
ZINC63730260_5521,0
ZINC33599952_976,0
ZINC39517953_2320,0
ZINC09018787_1020,0
ZINC20570674_5040,0
ZINC31382302_4885,0
ZINC39881451_6058,0
ZINC02250010_5670,0
ZINC40984686_4855,0
ZINC03770428_461,0
ZINC50121735_1797,0
ZINC39680040_546,0
ZINC40356169_2561,0
ZINC33137248_2261,0
ZINC08833361_4920,0
ZINC44905374_6063,0
ZINC59218814_1148,0
ZINC33009614_4542,0
ZINC10384419_5526,0
ZINC34716218_5997,0
ZINC62626121_5923,0
ZINC09965920_73,0
ZINC11730794_4371,0
ZINC30038387_5495,0
ZINC47136010_2780,0
ZINC38733490_5344,0
ZINC04150003_3961,0
ZINC35485526_4292,0
ZINC13184045_516,0
ZINC38903358_5345,0
ZINC40368168_5353,0
ZINC39675277_1243,0
ZINC20371071_2100,0
ZINC09159357_2840,0
ZINC39836294_4144,0
ZINC67081126_1461,0
ZINC40947240_3743,0
ZINC16293283_5388,0
ZINC44018966_1444,0
ZINC38682321_946,0
ZINC08435189_4109,0
ZINC09101540_2797,0
ZINC13679774_931,0
ZINC01003180_3,0
ZINC14273351_2345,0
ZINC36053266_5960,0
ZINC13398400_529,0
ZINC57313078_3548,0
ZINC02677912_4210,0
ZINC20528878_2495,0
ZINC40232071_4792,0
ZINC38966303_5456,0
ZINC03007055_1063,0
ZINC20885304_3928,0
ZINC00723944_6085,0
ZINC53114657_4753,0
ZINC00995817_4374,0
ZINC67438541_6232,0
ZINC12445358_5183,0
ZINC64893868_2842,0
ZINC63773013_1161,0
ZINC39687146_4084,0
ZINC56607791_1548,0
ZINC40220895_4728,0
ZINC59168060_2835,0
ZINC65919965_3601,0
ZINC15003056_569,0
ZINC02788758_2691,0
ZINC34791854_2820,0
ZINC23377508_2144,0
ZINC16604742_4675,0
ZINC02845130_5574,0
ZINC55171067_1707,0
ZINC35752828_2120,0
ZINC48743648_6201,0
ZINC44938759_6064,0
ZINC28109023_269,0
ZINC16608985_2965,0
ZINC15991388_1495,0
ZINC14276161_3524,0
ZINC16949341_3539,0
ZINC22861037_5420,0
ZINC38547556_2200,0
ZINC36736446_1627,0
ZINC67610236_1515,0
ZINC65993698_1399,0
ZINC01059993_1057,0
ZINC04984416_1568,0
ZINC36716934_2674,0
ZINC12642171_5479,0
ZINC39684462_2160,0
ZINC12246357_1072,0
ZINC02265060_2847,0
ZINC14649024_3715,0
ZINC63237000_3499,0
ZINC02188618_5276,0
CHEMBL607707_71,1
ZINC07763029_3866,0
ZINC14816773_2249,0
ZINC64672744_302,0
ZINC45891710_1749,0
ZINC39608998_892,0
ZINC32811617_772,0
ZINC08300371_3354,0
ZINC49503900_4050,0
ZINC39678375_900,0
ZINC21162459_6040,0
ZINC15991624_2455,0
ZINC33219318_732,0
ZINC14642634_4021,0
ZINC32678540_2767,0
ZINC52342156_1866,0
ZINC39856231_2374,0
ZINC12533004_2708,0
ZINC20600501_5742,0
ZINC12167461_4975,0
ZINC67265316_6228,0
ZINC64713758_1212,0
ZINC25582130_5154,0
ZINC39609124_3060,0
ZINC51088571_4748,0
ZINC13028806_512,0
ZINC13398062_3307,0
ZINC38971664_3501,0
ZINC04260364_2188,0
ZINC02229602_1268,0
ZINC40475512_5667,0
ZINC22131234_79,0
ZINC16054892_5583,0
ZINC40111638_552,0
ZINC14944234_2597,0
ZINC38621037_3992,0
ZINC32189088_3537,0
CHEMBL471163_135,1
ZINC21883079_539,0
ZINC28467098_4437,0
ZINC08918707_1214,0
ZINC20452125_314,0
ZINC29037886_6189,0
ZINC32522632_5794,0
ZINC33273023_3386,0
ZINC04002382_103,0
ZINC39637409_5107,0
ZINC10075313_5825,0
ZINC00691652_3907,0
ZINC08991889_1478,0
ZINC08591648_3053,0
ZINC39978786_1973,0
ZINC32972021_5919,0
ZINC20571416_3220,0
ZINC39633449_3666,0
ZINC39637142_218,0
ZINC34923108_5640,0
ZINC00930813_1056,0
ZINC14078445_4785,0
ZINC12416365_6108,0
ZINC40940475_3281,0
ZINC55084881_4817,0
ZINC53169794_3898,0
ZINC09410762_4316,0
ZINC09104301_2695,0
ZINC11812975_3047,0
ZINC00735874_6116,0
ZINC14035296_3522,0
ZINC08692066_5510,0
ZINC35513904_507,0
ZINC08833107_4518,0
ZINC15636939_2353,0
ZINC54940248_230,0
ZINC39665390_5543,0
ZINC21577015_2048,0
ZINC14651226_2858,0
ZINC43259645_3181,0
ZINC35702017_5652,0
ZINC02649451_5483,0
ZINC22510964_6113,0
ZINC14745803_870,0
ZINC39665179_2205,0
ZINC59102288_3845,0
ZINC45772890_5615,0
ZINC37934304_1837,0
ZINC01165495_5911,0
ZINC57003558_1811,0
ZINC32971813_3978,0
ZINC13123912_4709,0
ZINC36887631_1735,0
ZINC01933535_2589,0
ZINC39779855_2684,0
ZINC36188741_3017,0
ZINC34785235_4494,0
ZINC50321138_1859,0
ZINC39656082_5540,0
ZINC15946935_2906,0
CHEMBL255565_44,1
ZINC14248819_2091,0
ZINC07298559_1420,0
ZINC63704999_2486,0
ZINC13776212_5138,0
ZINC38172971_3478,0
ZINC53735903_1757,0
ZINC08881015_4057,0
ZINC00622878_2381,0
ZINC13977493_2991,0
ZINC33781679_3317,0
ZINC35664237_2918,0
ZINC59588681_800,0
ZINC39503378_3941,0
ZINC65380893_6215,0
ZINC24123455_483,0
ZINC49544575_2679,0
ZINC12914489_4288,0
ZINC64558185_1011,0
ZINC43260174_3182,0
ZINC39836545_5313,0
ZINC03320340_1874,0
ZINC17026773_5679,0
ZINC16098466_2042,0
ZINC21225245_3929,0
ZINC13361301_2595,0
ZINC32878689_4186,0
ZINC36836444_1538,0
ZINC46757757_2830,0
ZINC14740944_113,0
ZINC20116205_2615,0
ZINC64930587_49,0
ZINC09233156_5776,0
ZINC36836442_1537,0
ZINC04891911_5829,0
ZINC62826859_1818,0
ZINC13678423_4017,0
ZINC35402420_5598,0
ZINC33121156_4986,0
ZINC47378519_1380,0
ZINC08897905_3355,0
ZINC00647518_579,0
ZINC20183141_6038,0
ZINC39665419_380,0
ZINC13401014_2015,0
ZINC35646853_323,0
ZINC13101844_3002,0
ZINC20159521_2967,0
ZINC12754936_2704,0
ZINC58949384_1611,0
ZINC07086430_1517,0
ZINC36311730_5247,0
ZINC08695872_3148,0
ZINC36630030_5602,0
ZINC02268321_607,0
ZINC08958596_5735,0
ZINC32774583_3656,0
ZINC67393139_6230,0
ZINC39696264_184,0
ZINC12660463_3158,0
ZINC35227842_3541,0
ZINC11044353_5074,0
ZINC39403940_891,0
ZINC32962147_5823,0
ZINC20617254_5680,0
ZINC15835556_1389,0
ZINC27550467_2110,0
ZINC32970967_488,0
ZINC32134091_1828,0
ZINC21225253_3930,0
ZINC12042994_1121,0
ZINC02242485_5831,0
ZINC08905665_3356,0
ZINC38745157_2418,0
ZINC22691453_2105,0
ZINC44885138_4651,0
ZINC11315352_3251,0
ZINC38700419_5407,0
ZINC36660347_5709,0
ZINC38685016_2985,0
ZINC39600261_5535,0
ZINC22938251_6059,0
ZINC05149619_4594,0
CHEMBL362692_72,1
ZINC35166836_960,0
ZINC01035687_2641,0
ZINC64746094_760,0
ZINC24831406_5161,0
ZINC34921062_980,0
ZINC00921953_5765,0
ZINC50360496_4451,0
ZINC13137740_472,0
ZINC65216921_1352,0
ZINC16613956_3418,0
ZINC58940622_98,0
ZINC35872002_6046,0
ZINC33063317_4282,0
ZINC10246864_3366,0
ZINC19845924_3761,0
ZINC00940659_4293,0
ZINC16608666_5391,0
ZINC36027399_4863,0
ZINC22348642_3874,0
ZINC09121155_818,0
ZINC39006685_910,0
ZINC19820016_2682,0
ZINC37378007_5603,0
ZINC50323987_1798,0
ZINC20745141_1231,0
ZINC35749677_942,0
ZINC03884797_1978,0
ZINC38547622_2923,0
ZINC20792348_2758,0
ZINC63384076_294,0
ZINC08740554_4324,0
ZINC35350232_3475,0
ZINC01884936_3339,0
ZINC35489157_2878,0
ZINC39636389_5536,0
ZINC17094003_2606,0
ZINC35265306_441,0
ZINC08670971_5426,0
ZINC02546462_5079,0
ZINC08397370_1305,0
ZINC17857125_427,0
ZINC45898325_291,0
ZINC09781164_1235,0
ZINC32534144_1672,0
ZINC00038517_1873,0
ZINC40438788_3831,0
ZINC34791046_3981,0
ZINC12782472_2658,0
ZINC02772643_4479,0
ZINC40828883_3777,0
ZINC13264453_3304,0
ZINC24705305_2761,0
ZINC09265888_2083,0
ZINC12064317_5477,0
ZINC01052587_4154,0
ZINC02253533_3229,0
ZINC14269388_2710,0
ZINC53736021_1758,0
ZINC63480122_5571,0
ZINC08809648_2694,0
ZINC44040075_1379,0
ZINC08686972_5966,0
ZINC59293445_4253,0
ZINC00041317_1825,0
ZINC02875588_5175,0
ZINC13124513_4055,0
ZINC09925431_6089,0
ZINC34975277_4238,0
ZINC32809991_5093,0
ZINC21706985_5492,0
ZINC09696099_4264,0
ZINC64623138_1211,0
ZINC44729768_4734,0
ZINC45599653_3237,0
ZINC36899244_3899,0
ZINC10585515_2654,0
ZINC46621258_3748,0
ZINC12487491_2383,0
ZINC09460737_2901,0
ZINC04095454_1886,0
ZINC08414412_5178,0
ZINC19317396_5146,0
ZINC03012150_2328,0
ZINC62353534_6178,0
ZINC36311222_734,0
ZINC20108285_3379,0
ZINC22068045_3821,0
ZINC00141735_3860,0
ZINC09298062_2290,0
ZINC15666039_4378,0
ZINC13364638_5632,0
ZINC08897694_5378,0
ZINC12037387_1169,0
ZINC08835240_4365,0
ZINC54107659_6172,0
ZINC13805999_5296,0
ZINC20745541_4891,0
ZINC63752745_146,0
ZINC40399621_2515,0
ZINC49421300_6030,0
ZINC00941175_4309,0
ZINC02291747_3510,0
CHEMBL520984_61,1
ZINC20570474_4327,0
ZINC37885383_3882,0
ZINC30975039_4833,0
ZINC05377480_5871,0
ZINC45606769_653,0
ZINC12408395_4267,0
ZINC52860709_4701,0
ZINC11323729_5328,0
ZINC35646702_5445,0
ZINC20720297_3927,0
ZINC31589223_4886,0
ZINC12747267_2703,0
ZINC59337003_1003,0
ZINC36844753_5509,0
ZINC63480108_1262,0
ZINC58867744_3641,0
ZINC40325221_952,0
ZINC35711991_2880,0
ZINC63807356_2788,0
ZINC32527475_4540,0
ZINC61865226_6209,0
ZINC27102727_1494,0
ZINC02837785_2284,0
ZINC42015106_4731,0
ZINC33252477_4188,0
ZINC21520850_4776,0
ZINC33604700_3179,0
ZINC18240539_2622,0
ZINC63479832_1260,0
ZINC33264493_5853,0
ZINC12604180_6093,0
ZINC13640613_5295,0
ZINC04722332_4669,0
ZINC08979930_666,0
ZINC43666597_3890,0
ZINC27981922_4454,0
ZINC10029383_5132,0
ZINC02196000_2692,0
ZINC63376156_4095,0
ZINC39639306_1279,0
ZINC38975725_5271,0
ZINC31557491_1252,0
ZINC22913452_1224,0
ZINC25059818_533,0
ZINC09346028_5677,0
ZINC04045298_5573,0
ZINC32910360_5393,0
ZINC25852159_2762,0
ZINC39654604_4898,0
ZINC08900950_5981,0
ZINC63588635_5017,0
ZINC09490775_3160,0
ZINC39965417_5609,0
ZINC20978075_4829,0
CHEMBL271715_33,1
ZINC44855012_6062,0
ZINC32609573_4233,0
ZINC14543948_5206,0
ZINC21185576_2255,0
ZINC15946704_5082,0
ZINC40399605_2514,0
ZINC65359919_6214,0
ZINC13255828_1620,0
ZINC31773928_2721,0
ZINC48025355_6200,0
ZINC39633784_175,0
ZINC00714903_4000,0
ZINC22824109_6114,0
ZINC13197819_3299,0
ZINC00702394_990,0
ZINC37359407_5096,0
ZINC16201616_3377,0
CHEMBL461134_131,1
ZINC34899472_4390,0
ZINC36221439_1734,0
ZINC16021446_4444,0
ZINC30943590_1534,0
ZINC39662189_2157,0
ZINC35692994_5650,0
ZINC47049961_2563,0
ZINC13246132_5885,0
ZINC35664859_1036,0
ZINC39494869_2885,0
ZINC33767465_5394,0
ZINC15673896_261,0
ZINC09866034_2748,0
ZINC18093885_4548,0
ZINC58964194_5617,0
ZINC20762449_3260,0
ZINC40306655_1741,0
ZINC64775297_4257,0
ZINC35729091_4240,0
ZINC13262027_3303,0
ZINC12499753_5291,0
ZINC35226237_840,0
ZINC13110642_2537,0
ZINC14468144_5140,0
ZINC40315491_3741,0
ZINC39243237_2065,0
ZINC09805431_2902,0
ZINC12492055_3407,0
ZINC40157373_89,0
ZINC38547894_4893,0
ZINC23449540_3434,0
ZINC35545040_5340,0
ZINC01171412_2340,0
ZINC37464350_1632,0
ZINC35397540_3292,0
ZINC40428682_290,0
ZINC19776244_4678,0
ZINC20560374_4773,0
ZINC32527458_4279,0
ZINC48052399_4591,0
ZINC29794920_689,0
ZINC63258817_354,0
ZINC63280093_2220,0
ZINC06812811_1714,0
ZINC08455851_6126,0
ZINC33253049_5796,0
ZINC13080573_2462,0
ZINC34979902_4190,0
ZINC00836099_5828,0
ZINC01921408_3315,0
ZINC13250948_5789,0
ZINC52886385_6171,0
ZINC13071551_2189,0
ZINC41006390_3630,0
ZINC09215856_4871,0
ZINC61709392_1770,0
ZINC38906479_2148,0
ZINC15073494_1428,0
ZINC39790134_3398,0
ZINC41991885_1643,0
ZINC02086532_4517,0
ZINC43424693_6162,0
ZINC35303136_4945,0
ZINC33598414_5302,0
ZINC57352567_3954,0
ZINC04235469_1013,0
ZINC38684375_6009,0
ZINC59776178_2836,0
ZINC32217780_731,0
ZINC40372723_1587,0
ZINC08979937_57,0
ZINC19636546_2756,0
ZINC09781159_1234,0
ZINC40961041_186,0
ZINC12521510_6096,0
ZINC15613361_4674,0
ZINC24095366_5151,0
ZINC03451754_2235,0
ZINC38666268_1045,0
ZINC01735890_3503,0
ZINC03166611_460,0
ZINC62998006_3796,0
ZINC19818670_874,0
ZINC39677001_591,0
ZINC46846201_5315,0
ZINC34998817_5395,0
ZINC39639315_2203,0
ZINC38547620_582,0
ZINC27265196_5155,0
ZINC49546823_554,0
ZINC39673281_641,0
ZINC33019106_4544,0
ZINC45866103_4908,0
ZINC38547000_581,0
ZINC34001986_774,0
ZINC36560067_5755,0
ZINC39636402_2156,0
ZINC02258993_2945,0
ZINC33018994_2875,0
ZINC14982919_4875,0
ZINC35701875_4631,0
ZINC12850555_1062,0
ZINC66395275_1356,0
ZINC34971878_5684,0
ZINC14742864_3716,0
ZINC12951079_5737,0
ZINC03832692_3198,0
ZINC56768415_1491,0
ZINC06131744_1979,0
ZINC00528143_4695,0
ZINC39637231_3668,0
ZINC14543915_5186,0
ZINC10272803_5025,0
ZINC22936584_4856,0
ZINC62794671_1817,0
ZINC20746115_168,0
ZINC54643818_6021,0
ZINC20641381_2045,0
ZINC02863578_2182,0
ZINC57328249_1909,0
ZINC13018473_3011,0
ZINC44441349_2828,0
ZINC39666155_4900,0
ZINC39609212_3662,0
ZINC13397748_1942,0
ZINC39659773_177,0
ZINC09152121_3507,0
ZINC49741062_3786,0
ZINC35346990_3575,0
ZINC08869224_4008,0
ZINC06787368_1316,0
ZINC60248432_4411,0
ZINC40844483_2069,0
ZINC09846785_1216,0
ZINC13023264_1927,0
ZINC12206307_5077,0
ZINC65265874_2181,0
ZINC63830752_4101,0
ZINC09390366_2745,0
ZINC12955759_2853,0
ZINC15728475_2094,0
ZINC02247497_4417,0
ZINC21000889_430,0
ZINC16121166_2456,0
ZINC09611938_1071,0
ZINC39326702_700,0
ZINC10121225_2849,0
ZINC39665566_5545,0
ZINC39521343_1740,0
ZINC65571880_245,0
ZINC21734403_3261,0
ZINC20542371_3820,0
ZINC09781058_6099,0
ZINC00907322_3754,0
ZINC43218578_5514,0
ZINC38507141_6191,0
ZINC38547922_171,0
ZINC65074691_241,0
ZINC03965943_5224,0
ZINC35642737_2916,0
ZINC20106871_2757,0
ZINC03960083_3452,0
ZINC17518458_2460,0
ZINC13180572_515,0
ZINC13364826_5942,0
ZINC24537987_728,0
ZINC60204830_3650,0
ZINC01025752_4604,0
ZINC22264597_498,0
ZINC06023668_2003,0
ZINC36050332_4636,0
ZINC14254139_5080,0
ZINC14544578_2349,0
ZINC63375392_5365,0
ZINC12694707_2804,0
ZINC09183613_4452,0
ZINC14836498_3611,0
ZINC10556737_3249,0
ZINC63354680_6069,0
ZINC21322972_3618,0
ZINC37756535_6149,0
ZINC20022039_3566,0
ZINC20153335_2021,0
ZINC59054340_4304,0
ZINC01027679_2626,0
ZINC00711715_3636,0
ZINC08965442_5024,0
ZINC08758116_2895,0
ZINC14276648_3164,0
ZINC14957950_4273,0
ZINC35723136_3624,0
ZINC06057116_1609,0
ZINC22516137_6042,0
ZINC16130447_2457,0
ZINC20568842_4981,0
ZINC39686367_180,0
ZINC10240361_821,0
ZINC00903771_5763,0
ZINC05274740_5846,0
ZINC37560539_5701,0
ZINC20560238_829,0
ZINC18240539_2623,0
ZINC50973445_1703,0
ZINC16188843_5145,0
ZINC04153187_3854,0
ZINC41332142_5165,0
ZINC14543946_5205,0
ZINC59984777_2330,0
ZINC58983170_4455,0
ZINC36080571_5063,0
ZINC04038051_3810,0
ZINC39665391_5544,0
ZINC34969882_2975,0
ZINC39683345_3082,0
ZINC13417349_5892,0
ZINC15016240_5035,0
ZINC10642449_4175,0
ZINC45166805_3835,0
ZINC13166758_1961,0
ZINC34900218_4133,0
ZINC39761515_2421,0
ZINC38884774_5450,0
ZINC15732081_3217,0
ZINC49486318_4861,0
ZINC66890907_1358,0
ZINC45336405_2829,0
ZINC13640959_3966,0
ZINC41098405_1543,0
ZINC22411091_1622,0
ZINC26127808_3223,0
ZINC36252543_3768,0
ZINC06781480_3591,0
ZINC39666000_339,0
ZINC36050041_4635,0
ZINC52010982_1805,0
ZINC43460825_4704,0
ZINC67181471_1721,0
ZINC12659089_2952,0
ZINC04191355_2662,0
ZINC33310230_2505,0
ZINC09367469_10,0
ZINC39773872_751,0
ZINC26809050_2763,0
ZINC36312029_1136,0
ZINC12781442_2089,0
ZINC20154247_1221,0
ZINC22620725_4064,0
ZINC08867629_817,0
ZINC64948721_2079,0
ZINC00759051_1498,0
ZINC20616199_5434,0
ZINC64558249_1012,0
ZINC01631335_1824,0
ZINC28156588_4625,0
ZINC04453458_4705,0
ZINC09966207_2809,0
ZINC20764833_3469,0
ZINC06418097_2574,0
ZINC21816263_3767,0
ZINC13548530_6136,0
ZINC46570056_5166,0
ZINC37040277_3579,0
ZINC30975788_879,0
ZINC28526626_4884,0
ZINC30982584_880,0
ZINC26964465_1532,0
ZINC65421334_1354,0
ZINC09588477_819,0
ZINC40532897_1641,0
ZINC51090096_4749,0
ZINC50986407_1751,0
ZINC39686645_5555,0
ZINC39510498_1738,0
ZINC39675251_390,0
ZINC46938548_1820,0
ZINC62794835_1871,0
ZINC36013493_5399,0
ZINC03840771_4361,0
ZINC09576567_3812,0
ZINC08132043_1421,0
ZINC13033126_5778,0
ZINC13428477_1945,0
ZINC35453989_3876,0
ZINC36899399_3878,0
ZINC39227146_5250,0
ZINC17746827_4663,0
ZINC20534240_5489,0
ZINC13247793_1989,0
ZINC38737054_3439,0
